Area,Year,Standard Deviation
Western Africa,1975,0.44
Western Africa,1975,0.446
Western Africa,1975,0.51
Western Africa,1975,0.478
Western Africa,1975,0.424
Western Africa,1975,0.437
Western Africa,1975,0.57
Northern America,1975,0.948
Northern America,1975,1.621
Northern America,1975,1.087
Northern America,1975,0.825
Northern America,1975,0.519
Northern America,1975,0.429
Northern America,1975,0.366
Northern America,1975,0.38
Northern America,1975,0.602
Northern America,1975,0.936
Northern America,1975,0.627
Northern America,1975,1.326
Central America,1975,0.595
Central America,1975,0.52
Central America,1975,0.643
Central America,1975,0.461
Central America,1975,0.325
Central America,1975,0.403
Central America,1975,0.488
Central America,1975,0.385
Central America,1975,0.403
Central America,1975,0.469
Central America,1975,0.566
Central America,1975,0.513
South America,1975,0.263
South America,1975,0.326
South America,1975,0.414
South America,1975,0.418
South America,1975,0.479
South America,1975,0.564
South America,1975,0.495
South America,1975,0.39
South America,1975,0.334
South America,1975,0.335
South America,1975,0.315
South America,1975,0.272
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Eastern Asia,1975,1.045
Eastern Asia,1975,1.725
Eastern Asia,1975,1.077
Eastern Asia,1975,0.683
Eastern Asia,1975,0.467
Eastern Asia,1975,0.366
Eastern Asia,1975,0.303
Eastern Asia,1975,0.42
Eastern Asia,1975,0.482
Eastern Asia,1975,0.524
Eastern Asia,1975,1.088
Eastern Asia,1975,1.24
Southern Asia,1975,0.962
Southern Asia,1975,1.265
Southern Asia,1975,0.867
Southern Asia,1975,0.796
Southern Asia,1975,0.556
Southern Asia,1975,0.323
Southern Asia,1975,0.247
Southern Asia,1975,0.244
Southern Asia,1975,0.243
Southern Asia,1975,0.524
Southern Asia,1975,0.642
Southern Asia,1975,0.705
South-Eastern Asia,1975,0.567
South-Eastern Asia,1975,0.456
South-Eastern Asia,1975,0.381
South-Eastern Asia,1975,0.349
South-Eastern Asia,1975,0.25
South-Eastern Asia,1975,0.22
South-Eastern Asia,1975,0.2
South-Eastern Asia,1975,0.162
South-Eastern Asia,1975,0.143
South-Eastern Asia,1975,0.178
South-Eastern Asia,1975,0.368
South-Eastern Asia,1975,0.465
Western Asia,1975,1.179
Western Asia,1975,1.261
Western Asia,1975,0.935
Western Asia,1975,0.759
Western Asia,1975,0.572
Western Asia,1975,0.539
Western Asia,1975,0.474
Western Asia,1975,0.568
Western Asia,1975,0.585
Western Asia,1975,0.653
Western Asia,1975,0.934
Western Asia,1975,0.997
Eastern Europe,1975,1.94
Eastern Europe,1975,1.869
Eastern Europe,1975,1.375
Eastern Europe,1975,0.866
Eastern Europe,1975,0.642
Eastern Europe,1975,0.638
Eastern Europe,1975,0.539
Eastern Europe,1975,0.453
Eastern Europe,1975,0.576
Eastern Europe,1975,0.86
Eastern Europe,1975,0.88
Eastern Europe,1975,1.055
Northern Europe,1975,2.461
Northern Europe,1975,2.643
Northern Europe,1975,1.93
Northern Europe,1975,0.923
Northern Europe,1975,0.868
Northern Europe,1975,0.979
Northern Europe,1975,0.914
Northern Europe,1975,0.731
Northern Europe,1975,0.864
Northern Europe,1975,1.259
Northern Europe,1975,1.449
Northern Europe,1975,2.186
Southern Europe,1975,0.843
Southern Europe,1975,1.294
Southern Europe,1975,1.0
Southern Europe,1975,0.861
Southern Europe,1975,0.719
Southern Europe,1975,0.695
Southern Europe,1975,0.453
Southern Europe,1975,0.729
Southern Europe,1975,0.889
Southern Europe,1975,0.94
Southern Europe,1975,0.862
Southern Europe,1975,0.883
Western Europe,1975,2.053
Western Europe,1975,2.145
Western Europe,1975,1.577
Western Europe,1975,1.194
Western Europe,1975,0.873
Western Europe,1975,1.019
Western Europe,1975,1.099
Western Europe,1975,0.908
Western Europe,1975,1.174
Western Europe,1975,1.45
Western Europe,1975,1.098
Western Europe,1975,1.828
Australia and New Zealand,1975,0.654
Australia and New Zealand,1975,0.511
Australia and New Zealand,1975,0.514
Australia and New Zealand,1975,0.467
Australia and New Zealand,1975,0.691
Australia and New Zealand,1975,0.601
Australia and New Zealand,1975,0.76
Australia and New Zealand,1975,0.608
Australia and New Zealand,1975,0.752
Australia and New Zealand,1975,0.833
Australia and New Zealand,1975,0.631
Australia and New Zealand,1975,0.708
Antarctica,1976,1.24
Antarctica,1976,1.084
Antarctica,1976,1.156
Antarctica,1976,1.868
Antarctica,1976,1.704
Antarctica,1976,1.929
Antarctica,1976,1.801
Antarctica,1976,2.216
Antarctica,1976,2.058
Antarctica,1976,1.344
Antarctica,1976,1.124
Antarctica,1976,1.161
South Africa,1976,0.637
South Africa,1976,0.583
South Africa,1976,0.625
South Africa,1976,0.64
South Africa,1976,0.483
South Africa,1976,0.788
South Africa,1976,0.656
South Africa,1976,0.65
South Africa,1976,0.742
South Africa,1976,0.762
South Africa,1976,0.657
South Africa,1976,0.701
Africa,1976,0.488
Africa,1976,0.483
Africa,1976,0.484
Africa,1976,0.316
Africa,1976,0.341
Africa,1976,0.292
Africa,1976,0.313
Africa,1976,0.303
Africa,1976,0.304
Africa,1976,0.304
Africa,1976,0.314
Africa,1976,0.353
Eastern Africa,1976,0.345
Eastern Africa,1976,0.338
Eastern Africa,1976,0.363
Eastern Africa,1976,0.399
Eastern Africa,1976,0.451
Eastern Africa,1976,0.369
Eastern Africa,1976,0.353
Eastern Africa,1976,0.349
Eastern Africa,1976,0.346
Eastern Africa,1976,0.371
Eastern Africa,1976,0.304
Eastern Africa,1976,0.378
Middle Africa,1976,0.418
Middle Africa,1976,0.506
Middle Africa,1976,0.355
Middle Africa,1976,0.317
Middle Africa,1976,0.291
Middle Africa,1976,0.26
Middle Africa,1976,0.327
Middle Africa,1976,0.295
Middle Africa,1976,0.33
Middle Africa,1976,0.27
Middle Africa,1976,0.301
Middle Africa,1976,0.401
Northern Africa,1976,0.767
Northern Africa,1976,0.804
Northern Africa,1976,0.79
Northern Africa,1976,0.395
Northern Africa,1976,0.506
Northern Africa,1976,0.308
Northern Africa,1976,0.419
Northern Africa,1976,0.312
Northern Africa,1976,0.368
Northern Africa,1976,0.45
Northern Africa,1976,0.624
Northern Africa,1976,0.642
Southern Africa,1976,0.706
Southern Africa,1976,0.624
Southern Africa,1976,0.753
Southern Africa,1976,0.617
Southern Africa,1976,0.409
Southern Africa,1976,0.852
Southern Africa,1976,0.572
Southern Africa,1976,0.61
Southern Africa,1976,0.621
Southern Africa,1976,0.685
Southern Africa,1976,0.585
Southern Africa,1976,0.58
Western Africa,1976,0.915
Western Africa,1976,0.781
Western Africa,1976,0.701
Western Africa,1976,0.498
Western Africa,1976,0.425
Western Africa,1976,0.44
Western Africa,1976,0.446
Western Africa,1976,0.51
Western Africa,1976,0.478
Western Africa,1976,0.424
Western Africa,1976,0.437
Western Africa,1976,0.57
Northern America,1976,0.948
Northern America,1976,1.621
Northern America,1976,1.087
Northern America,1976,0.825
Northern America,1976,0.519
Northern America,1976,0.429
Northern America,1976,0.366
Northern America,1976,0.38
Northern America,1976,0.602
Northern America,1976,0.936
Northern America,1976,0.627
Northern America,1976,1.326
Central America,1976,0.595
Central America,1976,0.52
Central America,1976,0.643
Central America,1976,0.461
Central America,1976,0.325
Central America,1976,0.403
Central America,1976,0.488
Central America,1976,0.385
Central America,1976,0.403
Central America,1976,0.469
Central America,1976,0.566
Central America,1976,0.513
South America,1976,0.263
South America,1976,0.326
South America,1976,0.414
South America,1976,0.418
South America,1976,0.479
South America,1976,0.564
South America,1976,0.495
South America,1976,0.39
South America,1976,0.334
South America,1976,0.335
South America,1976,0.315
South America,1976,0.272
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Central Asia,1976,
Eastern Asia,1976,1.045
Eastern Asia,1976,1.725
Eastern Asia,1976,1.077
Eastern Asia,1976,0.683
Eastern Asia,1976,0.467
Eastern Asia,1976,0.366
Eastern Asia,1976,0.303
Eastern Asia,1976,0.42
Eastern Asia,1976,0.482
Eastern Asia,1976,0.524
Eastern Asia,1976,1.088
Eastern Asia,1976,1.24
Southern Asia,1976,0.962
Southern Asia,1976,1.265
Southern Asia,1976,0.867
Southern Asia,1976,0.796
Southern Asia,1976,0.556
Southern Asia,1976,0.323
Southern Asia,1976,0.247
Southern Asia,1976,0.244
Southern Asia,1976,0.243
Southern Asia,1976,0.524
Southern Asia,1976,0.642
Southern Asia,1976,0.705
South-Eastern Asia,1976,0.567
South-Eastern Asia,1976,0.456
South-Eastern Asia,1976,0.381
South-Eastern Asia,1976,0.349
South-Eastern Asia,1976,0.25
South-Eastern Asia,1976,0.22
South-Eastern Asia,1976,0.2
South-Eastern Asia,1976,0.162
South-Eastern Asia,1976,0.143
South-Eastern Asia,1976,0.178
South-Eastern Asia,1976,0.368
South-Eastern Asia,1976,0.465
Western Asia,1976,1.179
Western Asia,1976,1.261
Western Asia,1976,0.935
Western Asia,1976,0.759
Western Asia,1976,0.572
Western Asia,1976,0.539
Western Asia,1976,0.474
Western Asia,1976,0.568
Western Asia,1976,0.585
Western Asia,1976,0.653
Western Asia,1976,0.934
Western Asia,1976,0.997
Eastern Europe,1976,1.94
Eastern Europe,1976,1.869
Eastern Europe,1976,1.375
Eastern Europe,1976,0.866
Eastern Europe,1976,0.642
Eastern Europe,1976,0.638
Eastern Europe,1976,0.539
Eastern Europe,1976,0.453
Eastern Europe,1976,0.576
Eastern Europe,1976,0.86
Eastern Europe,1976,0.88
Eastern Europe,1976,1.055
Northern Europe,1976,2.461
Northern Europe,1976,2.643
Northern Europe,1976,1.93
Northern Europe,1976,0.923
Northern Europe,1976,0.868
Northern Europe,1976,0.979
Northern Europe,1976,0.914
Northern Europe,1976,0.731
Northern Europe,1976,0.864
Northern Europe,1976,1.259
Northern Europe,1976,1.449
Northern Europe,1976,2.186
Southern Europe,1976,0.843
Southern Europe,1976,1.294
Southern Europe,1976,1.0
Southern Europe,1976,0.861
Southern Europe,1976,0.719
Southern Europe,1976,0.695
Southern Europe,1976,0.453
Southern Europe,1976,0.729
Southern Europe,1976,0.889
Southern Europe,1976,0.94
Southern Europe,1976,0.862
Southern Europe,1976,0.883
Western Europe,1976,2.053
Western Europe,1976,2.145
Western Europe,1976,1.577
Western Europe,1976,1.194
Western Europe,1976,0.873
Western Europe,1976,1.019
Western Europe,1976,1.099
Western Europe,1976,0.908
Western Europe,1976,1.174
Western Europe,1976,1.45
Western Europe,1976,1.098
Western Europe,1976,1.828
Australia and New Zealand,1976,0.654
Australia and New Zealand,1976,0.511
Australia and New Zealand,1976,0.514
Australia and New Zealand,1976,0.467
Australia and New Zealand,1976,0.691
Australia and New Zealand,1976,0.601
Australia and New Zealand,1976,0.76
Australia and New Zealand,1976,0.608
Australia and New Zealand,1976,0.752
Australia and New Zealand,1976,0.833
Australia and New Zealand,1976,0.631
Australia and New Zealand,1976,0.708
Antarctica,1977,1.24
Antarctica,1977,1.084
Antarctica,1977,1.156
Antarctica,1977,1.868
Antarctica,1977,1.704
Antarctica,1977,1.929
Antarctica,1977,1.801
Antarctica,1977,2.216
Antarctica,1977,2.058
Antarctica,1977,1.344
Antarctica,1977,1.124
Antarctica,1977,1.161
South Africa,1977,0.637
South Africa,1977,0.583
South Africa,1977,0.625
South Africa,1977,0.64
South Africa,1977,0.483
South Africa,1977,0.788
South Africa,1977,0.656
South Africa,1977,0.65
South Africa,1977,0.742
South Africa,1977,0.762
South Africa,1977,0.657
South Africa,1977,0.701
Africa,1977,0.488
Africa,1977,0.483
Africa,1977,0.484
Africa,1977,0.316
Africa,1977,0.341
Africa,1977,0.292
Africa,1977,0.313
Africa,1977,0.303
Africa,1977,0.304
Africa,1977,0.304
Africa,1977,0.314
Africa,1977,0.353
Eastern Africa,1977,0.345
Eastern Africa,1977,0.338
Eastern Africa,1977,0.363
Eastern Africa,1977,0.399
Eastern Africa,1977,0.451
Eastern Africa,1977,0.369
Eastern Africa,1977,0.353
Eastern Africa,1977,0.349
Eastern Africa,1977,0.346
Eastern Africa,1977,0.371
Eastern Africa,1977,0.304
Eastern Africa,1977,0.378
Middle Africa,1977,0.418
Middle Africa,1977,0.506
Middle Africa,1977,0.355
Middle Africa,1977,0.317
Middle Africa,1977,0.291
Middle Africa,1977,0.26
Middle Africa,1977,0.327
Middle Africa,1977,0.295
Middle Africa,1977,0.33
Middle Africa,1977,0.27
Middle Africa,1977,0.301
Middle Africa,1977,0.401
Northern Africa,1977,0.767
Northern Africa,1977,0.804
Northern Africa,1977,0.79
Northern Africa,1977,0.395
Northern Africa,1977,0.506
Northern Africa,1977,0.308
Northern Africa,1977,0.419
Northern Africa,1977,0.312
Northern Africa,1977,0.368
Northern Africa,1977,0.45
Northern Africa,1977,0.624
Northern Africa,1977,0.642
Southern Africa,1977,0.706
Southern Africa,1977,0.624
Southern Africa,1977,0.753
Southern Africa,1977,0.617
Southern Africa,1977,0.409
Southern Africa,1977,0.852
Southern Africa,1977,0.572
Southern Africa,1977,0.61
Southern Africa,1977,0.621
Southern Africa,1977,0.685
Southern Africa,1977,0.585
Southern Africa,1977,0.58
Western Africa,1977,0.915
Western Africa,1977,0.781
Western Africa,1977,0.701
Western Africa,1977,0.498
Western Africa,1977,0.425
Western Africa,1977,0.44
Western Africa,1977,0.446
Western Africa,1977,0.51
Western Africa,1977,0.478
Western Africa,1977,0.424
Western Africa,1977,0.437
Western Africa,1977,0.57
Northern America,1977,0.948
Northern America,1977,1.621
Northern America,1977,1.087
Northern America,1977,0.825
Northern America,1977,0.519
Northern America,1977,0.429
Northern America,1977,0.366
Northern America,1977,0.38
Northern America,1977,0.602
Northern America,1977,0.936
Northern America,1977,0.627
Northern America,1977,1.326
Central America,1977,0.595
Central America,1977,0.52
Central America,1977,0.643
Central America,1977,0.461
Central America,1977,0.325
Central America,1977,0.403
Central America,1977,0.488
Central America,1977,0.385
Central America,1977,0.403
Central America,1977,0.469
Central America,1977,0.566
Central America,1977,0.513
South America,1977,0.263
South America,1977,0.326
South America,1977,0.414
South America,1977,0.418
South America,1977,0.479
South America,1977,0.564
South America,1977,0.495
South America,1977,0.39
South America,1977,0.334
South America,1977,0.335
South America,1977,0.315
South America,1977,0.272
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Central Asia,1977,
Eastern Asia,1977,1.045
Eastern Asia,1977,1.725
Eastern Asia,1977,1.077
Eastern Asia,1977,0.683
Eastern Asia,1977,0.467
Eastern Asia,1977,0.366
Eastern Asia,1977,0.303
Eastern Asia,1977,0.42
Eastern Asia,1977,0.482
Eastern Asia,1977,0.524
Eastern Asia,1977,1.088
Eastern Asia,1977,1.24
Southern Asia,1977,0.962
Southern Asia,1977,1.265
Southern Asia,1977,0.867
Southern Asia,1977,0.796
Southern Asia,1977,0.556
Southern Asia,1977,0.323
Southern Asia,1977,0.247
Southern Asia,1977,0.244
Southern Asia,1977,0.243
Southern Asia,1977,0.524
Southern Asia,1977,0.642
Southern Asia,1977,0.705
South-Eastern Asia,1977,0.567
South-Eastern Asia,1977,0.456
South-Eastern Asia,1977,0.381
South-Eastern Asia,1977,0.349
South-Eastern Asia,1977,0.25
South-Eastern Asia,1977,0.22
South-Eastern Asia,1977,0.2
South-Eastern Asia,1977,0.162
South-Eastern Asia,1977,0.143
South-Eastern Asia,1977,0.178
South-Eastern Asia,1977,0.368
South-Eastern Asia,1977,0.465
Western Asia,1977,1.179
Western Asia,1977,1.261
Western Asia,1977,0.935
Western Asia,1977,0.759
Western Asia,1977,0.572
Western Asia,1977,0.539
Western Asia,1977,0.474
Western Asia,1977,0.568
Western Asia,1977,0.585
Western Asia,1977,0.653
Western Asia,1977,0.934
Western Asia,1977,0.997
Eastern Europe,1977,1.94
Eastern Europe,1977,1.869
Eastern Europe,1977,1.375
Eastern Europe,1977,0.866
Eastern Europe,1977,0.642
Eastern Europe,1977,0.638
Eastern Europe,1977,0.539
Eastern Europe,1977,0.453
Eastern Europe,1977,0.576
Eastern Europe,1977,0.86
Eastern Europe,1977,0.88
Eastern Europe,1977,1.055
Northern Europe,1977,2.461
Northern Europe,1977,2.643
Northern Europe,1977,1.93
Northern Europe,1977,0.923
Northern Europe,1977,0.868
Northern Europe,1977,0.979
Northern Europe,1977,0.914
Northern Europe,1977,0.731
Northern Europe,1977,0.864
Northern Europe,1977,1.259
Northern Europe,1977,1.449
Northern Europe,1977,2.186
Southern Europe,1977,0.843
Southern Europe,1977,1.294
Southern Europe,1977,1.0
Southern Europe,1977,0.861
Southern Europe,1977,0.719
Southern Europe,1977,0.695
Southern Europe,1977,0.453
Southern Europe,1977,0.729
Southern Europe,1977,0.889
Southern Europe,1977,0.94
Southern Europe,1977,0.862
Southern Europe,1977,0.883
Western Europe,1977,2.053
Western Europe,1977,2.145
Western Europe,1977,1.577
Western Europe,1977,1.194
Western Europe,1977,0.873
Western Europe,1977,1.019
Western Europe,1977,1.099
Western Europe,1977,0.908
Western Europe,1977,1.174
Western Europe,1977,1.45
Western Europe,1977,1.098
Western Europe,1977,1.828
Australia and New Zealand,1977,0.654
Australia and New Zealand,1977,0.511
Australia and New Zealand,1977,0.514
Australia and New Zealand,1977,0.467
Australia and New Zealand,1977,0.691
Australia and New Zealand,1977,0.601
Australia and New Zealand,1977,0.76
Australia and New Zealand,1977,0.608
Australia and New Zealand,1977,0.752
Australia and New Zealand,1977,0.833
Australia and New Zealand,1977,0.631
Australia and New Zealand,1977,0.708
Antarctica,1978,1.24
Antarctica,1978,1.084
Antarctica,1978,1.156
Antarctica,1978,1.868
Antarctica,1978,1.704
Antarctica,1978,1.929
Antarctica,1978,1.801
Antarctica,1978,2.216
Antarctica,1978,2.058
Antarctica,1978,1.344
Antarctica,1978,1.124
Antarctica,1978,1.161
South Africa,1978,0.637
South Africa,1978,0.583
South Africa,1978,0.625
South Africa,1978,0.64
South Africa,1978,0.483
South Africa,1978,0.788
South Africa,1978,0.656
South Africa,1978,0.65
South Africa,1978,0.742
South Africa,1978,0.762
South Africa,1978,0.657
South Africa,1978,0.701
Africa,1978,0.488
Africa,1978,0.483
Africa,1978,0.484
Africa,1978,0.316
Africa,1978,0.341
Africa,1978,0.292
Africa,1978,0.313
Africa,1978,0.303
Africa,1978,0.304
Africa,1978,0.304
Africa,1978,0.314
Africa,1978,0.353
Eastern Africa,1978,0.345
Eastern Africa,1978,0.338
Eastern Africa,1978,0.363
Eastern Africa,1978,0.399
Eastern Africa,1978,0.451
Eastern Africa,1978,0.369
Eastern Africa,1978,0.353
Eastern Africa,1978,0.349
Eastern Africa,1978,0.346
Eastern Africa,1978,0.371
Eastern Africa,1978,0.304
Eastern Africa,1978,0.378
Middle Africa,1978,0.418
Middle Africa,1978,0.506
Middle Africa,1978,0.355
Middle Africa,1978,0.317
Middle Africa,1978,0.291
Middle Africa,1978,0.26
Middle Africa,1978,0.327
Middle Africa,1978,0.295
Middle Africa,1978,0.33
Middle Africa,1978,0.27
Middle Africa,1978,0.301
Middle Africa,1978,0.401
Northern Africa,1978,0.767
Northern Africa,1978,0.804
Northern Africa,1978,0.79
Northern Africa,1978,0.395
Northern Africa,1978,0.506
Northern Africa,1978,0.308
Northern Africa,1978,0.419
Northern Africa,1978,0.312
Northern Africa,1978,0.368
Northern Africa,1978,0.45
Northern Africa,1978,0.624
Northern Africa,1978,0.642
Southern Africa,1978,0.706
Southern Africa,1978,0.624
Southern Africa,1978,0.753
Southern Africa,1978,0.617
Southern Africa,1978,0.409
Southern Africa,1978,0.852
Southern Africa,1978,0.572
Southern Africa,1978,0.61
Southern Africa,1978,0.621
Southern Africa,1978,0.685
Southern Africa,1978,0.585
Southern Africa,1978,0.58
Western Africa,1978,0.915
Western Africa,1978,0.781
Western Africa,1978,0.701
Western Africa,1978,0.498
Western Africa,1978,0.425
Western Africa,1978,0.44
Western Africa,1978,0.446
Western Africa,1978,0.51
Western Africa,1978,0.478
Western Africa,1978,0.424
Western Africa,1978,0.437
Western Africa,1978,0.57
Northern America,1978,0.948
Northern America,1978,1.621
Northern America,1978,1.087
Northern America,1978,0.825
Northern America,1978,0.519
Northern America,1978,0.429
Northern America,1978,0.366
Northern America,1978,0.38
Northern America,1978,0.602
Northern America,1978,0.936
Northern America,1978,0.627
Northern America,1978,1.326
Central America,1978,0.595
Central America,1978,0.52
Central America,1978,0.643
Central America,1978,0.461
Central America,1978,0.325
Central America,1978,0.403
Central America,1978,0.488
Central America,1978,0.385
Central America,1978,0.403
Central America,1978,0.469
Central America,1978,0.566
Central America,1978,0.513
South America,1978,0.263
South America,1978,0.326
South America,1978,0.414
South America,1978,0.418
South America,1978,0.479
South America,1978,0.564
South America,1978,0.495
South America,1978,0.39
South America,1978,0.334
South America,1978,0.335
South America,1978,0.315
South America,1978,0.272
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Central Asia,1978,
Eastern Asia,1978,1.045
Eastern Asia,1978,1.725
Eastern Asia,1978,1.077
Eastern Asia,1978,0.683
Eastern Asia,1978,0.467
Eastern Asia,1978,0.366
Eastern Asia,1978,0.303
Eastern Asia,1978,0.42
Eastern Asia,1978,0.482
Eastern Asia,1978,0.524
Eastern Asia,1978,1.088
Eastern Asia,1978,1.24
Southern Asia,1978,0.962
Southern Asia,1978,1.265
Southern Asia,1978,0.867
Southern Asia,1978,0.796
Southern Asia,1978,0.556
Southern Asia,1978,0.323
Southern Asia,1978,0.247
Southern Asia,1978,0.244
Southern Asia,1978,0.243
Southern Asia,1978,0.524
Southern Asia,1978,0.642
Southern Asia,1978,0.705
South-Eastern Asia,1978,0.567
South-Eastern Asia,1978,0.456
South-Eastern Asia,1978,0.381
South-Eastern Asia,1978,0.349
South-Eastern Asia,1978,0.25
South-Eastern Asia,1978,0.22
South-Eastern Asia,1978,0.2
South-Eastern Asia,1978,0.162
South-Eastern Asia,1978,0.143
South-Eastern Asia,1978,0.178
South-Eastern Asia,1978,0.368
South-Eastern Asia,1978,0.465
Western Asia,1978,1.179
Western Asia,1978,1.261
Western Asia,1978,0.935
Western Asia,1978,0.759
Western Asia,1978,0.572
Western Asia,1978,0.539
Western Asia,1978,0.474
Western Asia,1978,0.568
Western Asia,1978,0.585
Western Asia,1978,0.653
Western Asia,1978,0.934
Western Asia,1978,0.997
Eastern Europe,1978,1.94
Eastern Europe,1978,1.869
Eastern Europe,1978,1.375
Eastern Europe,1978,0.866
Eastern Europe,1978,0.642
Eastern Europe,1978,0.638
Eastern Europe,1978,0.539
Eastern Europe,1978,0.453
Eastern Europe,1978,0.576
Eastern Europe,1978,0.86
Eastern Europe,1978,0.88
Eastern Europe,1978,1.055
Northern Europe,1978,2.461
Northern Europe,1978,2.643
Northern Europe,1978,1.93
Northern Europe,1978,0.923
Northern Europe,1978,0.868
Northern Europe,1978,0.979
Northern Europe,1978,0.914
Northern Europe,1978,0.731
Northern Europe,1978,0.864
Northern Europe,1978,1.259
Northern Europe,1978,1.449
Northern Europe,1978,2.186
Southern Europe,1978,0.843
Southern Europe,1978,1.294
Southern Europe,1978,1.0
Southern Europe,1978,0.861
Southern Europe,1978,0.719
Southern Europe,1978,0.695
Southern Europe,1978,0.453
Southern Europe,1978,0.729
Southern Europe,1978,0.889
Southern Europe,1978,0.94
Southern Europe,1978,0.862
Southern Europe,1978,0.883
Western Europe,1978,2.053
Western Europe,1978,2.145
Western Europe,1978,1.577
Western Europe,1978,1.194
Western Europe,1978,0.873
Western Europe,1978,1.019
Western Europe,1978,1.099
Western Europe,1978,0.908
Western Europe,1978,1.174
Western Europe,1978,1.45
Western Europe,1978,1.098
Western Europe,1978,1.828
Australia and New Zealand,1978,0.654
Australia and New Zealand,1978,0.511
Australia and New Zealand,1978,0.514
Australia and New Zealand,1978,0.467
Australia and New Zealand,1978,0.691
Australia and New Zealand,1978,0.601
Australia and New Zealand,1978,0.76
Australia and New Zealand,1978,0.608
Australia and New Zealand,1978,0.752
Australia and New Zealand,1978,0.833
Australia and New Zealand,1978,0.631
Australia and New Zealand,1978,0.708
Antarctica,1979,1.24
Antarctica,1979,1.084
Antarctica,1979,1.156
Antarctica,1979,1.868
Antarctica,1979,1.704
Antarctica,1979,1.929
Antarctica,1979,1.801
Antarctica,1979,2.216
Antarctica,1979,2.058
Antarctica,1979,1.344
Antarctica,1979,1.124
Antarctica,1979,1.161
South Africa,1979,0.637
South Africa,1979,0.583
South Africa,1979,0.625
South Africa,1979,0.64
South Africa,1979,0.483
South Africa,1979,0.788
South Africa,1979,0.656
South Africa,1979,0.65
South Africa,1979,0.742
South Africa,1979,0.762
South Africa,1979,0.657
South Africa,1979,0.701
Africa,1979,0.488
Africa,1979,0.483
Africa,1979,0.484
Africa,1979,0.316
Africa,1979,0.341
Africa,1979,0.292
Africa,1979,0.313
Africa,1979,0.303
Africa,1979,0.304
Africa,1979,0.304
Africa,1979,0.314
Africa,1979,0.353
Eastern Africa,1979,0.345
Eastern Africa,1979,0.338
Eastern Africa,1979,0.363
Eastern Africa,1979,0.399
Eastern Africa,1979,0.451
Eastern Africa,1979,0.369
Eastern Africa,1979,0.353
Eastern Africa,1979,0.349
Eastern Africa,1979,0.346
Eastern Africa,1979,0.371
Eastern Africa,1979,0.304
Eastern Africa,1979,0.378
Middle Africa,1979,0.418
Middle Africa,1979,0.506
Middle Africa,1979,0.355
Middle Africa,1979,0.317
Middle Africa,1979,0.291
Middle Africa,1979,0.26
Middle Africa,1979,0.327
Middle Africa,1979,0.295
Middle Africa,1979,0.33
Middle Africa,1979,0.27
Middle Africa,1979,0.301
Middle Africa,1979,0.401
Northern Africa,1979,0.767
Northern Africa,1979,0.804
Northern Africa,1979,0.79
Northern Africa,1979,0.395
Northern Africa,1979,0.506
Northern Africa,1979,0.308
Northern Africa,1979,0.419
Northern Africa,1979,0.312
Northern Africa,1979,0.368
Northern Africa,1979,0.45
Northern Africa,1979,0.624
Northern Africa,1979,0.642
Southern Africa,1979,0.706
Southern Africa,1979,0.624
Southern Africa,1979,0.753
Southern Africa,1979,0.617
Southern Africa,1979,0.409
Southern Africa,1979,0.852
Southern Africa,1979,0.572
Southern Africa,1979,0.61
Southern Africa,1979,0.621
Southern Africa,1979,0.685
Southern Africa,1979,0.585
Southern Africa,1979,0.58
Western Africa,1979,0.915
Western Africa,1979,0.781
Western Africa,1979,0.701
Western Africa,1979,0.498
Western Africa,1979,0.425
Western Africa,1979,0.44
Western Africa,1979,0.446
Western Africa,1979,0.51
Western Africa,1979,0.478
Western Africa,1979,0.424
Western Africa,1979,0.437
Western Africa,1979,0.57
Northern America,1979,0.948
Northern America,1979,1.621
Northern America,1979,1.087
Northern America,1979,0.825
Northern America,1979,0.519
Northern America,1979,0.429
Northern America,1979,0.366
Northern America,1979,0.38
Northern America,1979,0.602
Northern America,1979,0.936
Northern America,1979,0.627
Northern America,1979,1.326
Central America,1979,0.595
Central America,1979,0.52
Central America,1979,0.643
Central America,1979,0.461
Central America,1979,0.325
Central America,1979,0.403
Central America,1979,0.488
Central America,1979,0.385
Central America,1979,0.403
Central America,1979,0.469
Central America,1979,0.566
Central America,1979,0.513
South America,1979,0.263
South America,1979,0.326
South America,1979,0.414
South America,1979,0.418
South America,1979,0.479
South America,1979,0.564
South America,1979,0.495
South America,1979,0.39
South America,1979,0.334
South America,1979,0.335
South America,1979,0.315
South America,1979,0.272
Central Asia,1979,
